,Symbol,Name
907,300013.SZ,新宁物流
908,300010.SZ,立思辰
909,002870.SZ,香山股份
910,002859.SZ,洁美科技
911,002851.SZ,麦格米特
912,002739.SZ,万达电影
913,002738.SZ,中矿资源
914,002711.SZ,欧浦智网
915,002694.SZ,顾地科技
916,002684.SZ,猛狮科技
917,002676.SZ,顺威股份
918,002674.SZ,兴业科技
919,002628.SZ,成都路桥
920,002622.SZ,融钰集团
921,002621.SZ,三垒股份
922,002611.SZ,东方精工
923,002607.SZ,亚夏汽车
924,002606.SZ,大连电瓷
925,002604.SZ,龙力生物
926,002596.SZ,海南瑞泽
927,002592.SZ,八菱科技
928,002591.SZ,恒大高新
929,002580.SZ,圣阳股份
930,002579.SZ,中京电子
931,002575.SZ,群兴玩具
932,002569.SZ,步森股份
933,002547.SZ,春兴精工
934,002545.SZ,东方铁塔
935,002524.SZ,光正集团
936,002523.SZ,天桥起重
937,002520.SZ,日发精机
938,002517.SZ,恺英网络
939,002516.SZ,旷达科技
940,002512.SZ,达华智能
941,002507.SZ,涪陵榨菜
942,002470.SZ,金正大
943,002458.SZ,益生股份
944,002453.SZ,天马精化
945,002425.SZ,凯撒文化
946,002423.SZ,中原特钢
947,002402.SZ,和而泰
948,002398.SZ,建研集团
949,002389.SZ,南洋科技
950,002366.SZ,台海核电
951,002358.SZ,森源电气
952,002357.SZ,富临运业
953,002355.SZ,兴民智通
954,002345.SZ,潮宏基
955,002344.SZ,海宁皮城
956,002314.SZ,南山控股
957,002312.SZ,*ST三泰
958,002297.SZ,博云新材
959,002289.SZ,宇顺电子
960,002260.SZ,德奥通航
961,002219.SZ,恒康医疗
962,002189.SZ,利达光电
963,002168.SZ,深圳惠程
964,002163.SZ,中航三鑫
965,002160.SZ,常铝股份
966,002125.SZ,湘潭电化
967,002122.SZ,天马股份
968,002112.SZ,三变科技
969,002109.SZ,兴化股份
970,002103.SZ,广博股份
971,002098.SZ,浔兴股份
972,002082.SZ,栋梁新材
973,002075.SZ,沙钢股份
974,002072.SZ,凯瑞德
975,002057.SZ,中钢天源
976,002037.SZ,久联发展
977,002033.SZ,丽江旅游
978,002012.SZ,凯恩股份
979,002005.SZ,德豪润达
980,002004.SZ,华邦健康
981,000995.SZ,皇台酒业
982,000979.SZ,中弘股份
983,000939.SZ,凯迪生态
984,000930.SZ,中粮生化
985,000900.SZ,现代投资
986,000898.SZ,鞍钢股份
987,000820.SZ,神雾节能
988,000812.SZ,陕西金叶
989,000806.SZ,银河生物
990,000793.SZ,华闻传媒
991,000766.SZ,通化金马
992,000757.SZ,浩物股份
993,000753.SZ,漳州发展
994,000732.SZ,泰禾集团
995,000703.SZ,恒逸石化
996,000695.SZ,滨海能源
997,000693.SZ,*ST华泽
998,000688.SZ,建新矿业
999,000682.SZ,东方电子
1000,000678.SZ,襄阳轴承
1001,000638.SZ,万方发展
1002,000617.SZ,中油资本
1003,000592.SZ,平潭发展
1004,000585.SZ,东北电气
1005,000582.SZ,北部湾港
1006,000576.SZ,广东甘化
1007,000566.SZ,海南海药
1008,000564.SZ,供销大集
1009,000557.SZ,西部创业
1010,000547.SZ,航天发展
1011,000540.SZ,中天金融
1012,000516.SZ,国际医学
1013,000509.SZ,华塑控股
1014,000504.SZ,南华生物
1015,000401.SZ,冀东水泥
1016,000301.SZ,东方市场
1017,000159.SZ,国际实业
1018,000158.SZ,常山北明
1019,000156.SZ,华数传媒
1020,000150.SZ,宜华健康
1021,000078.SZ,海王生物
1022,000056.SZ,皇庭国际
1023,000042.SZ,中洲控股
1024,000035.SZ,中国天楹
1025,000034.SZ,神州数码
1026,000031.SZ,中粮地产
1027,000029.SZ,深深房Ａ
1028,000022.SZ,深赤湾Ａ
1029,000019.SZ,深深宝Ａ
1030,000016.SZ,深康佳Ａ
1031,000008.SZ,神州高铁
1032,000007.SZ,全新好
1033,000006.SZ,深振业Ａ
1034,300598.SZ,诚迈科技
1035,300338.SZ,开元股份
1036,603879.SS,永悦科技
1037,600176.SS,中国巨石
1038,300300.SZ,汉鼎宇佑
1039,002647.SZ,民盛金科
1040,000815.SZ,美利云
1041,002609.SZ,捷顺科技
1042,600064.SS,南京高科
1043,603383.SS,顶点软件
1044,601566.SS,九牧王
1045,603377.SS,东方时尚
1046,603696.SS,安记食品
1047,300381.SZ,溢多利
1048,002705.SZ,新宝股份
1049,603069.SS,海汽集团
1050,603003.SS,龙宇燃油
1051,600926.SS,杭州银行
1052,600787.SS,中储股份
1053,603011.SS,合锻智能
1054,000826.SZ,启迪桑德
1055,600809.SS,山西汾酒
1056,000913.SZ,钱江摩托
1057,600128.SS,弘业股份
1058,300295.SZ,三六五网
1059,000969.SZ,安泰科技
1060,000717.SZ,韶钢松山
1061,002213.SZ,特 尔 佳
1062,002542.SZ,中化岩土
1063,002185.SZ,华天科技
1064,002390.SZ,信邦制药
1065,600360.SS,华微电子
1066,600456.SS,宝钛股份
1067,000611.SZ,天首发展
1068,002742.SZ,三圣股份
1069,000416.SZ,民生控股
1070,002659.SZ,中泰桥梁
1071,002411.SZ,必康股份
1072,000889.SZ,茂业通信
1073,000758.SZ,中色股份
1074,600872.SS,中炬高新
1075,601375.SS,中原证券
1076,002252.SZ,上海莱士
1077,000625.SZ,长安汽车
1078,603579.SS,荣泰健康
1079,600121.SS,*ST郑煤
1080,600461.SS,洪城水业
1081,000596.SZ,古井贡酒
1082,300120.SZ,经纬电材
1083,002701.SZ,奥瑞金
1084,002838.SZ,道恩股份
1085,300321.SZ,同大股份
1086,603996.SS,中新科技
1087,300103.SZ,达刚路机
1088,300511.SZ,雪榕生物
1089,300238.SZ,冠昊生物
1090,002283.SZ,天润曲轴
1091,600259.SS,广晟有色
1092,002089.SZ,新 海 宜
1093,300309.SZ,吉艾科技
1094,300471.SZ,厚普股份
1095,000718.SZ,苏宁环球
1096,000828.SZ,东莞控股
1097,002736.SZ,国信证券
1098,001896.SZ,豫能控股
1099,002841.SZ,视源股份
1100,600023.SS,浙能电力
1101,000761.SZ,本钢板材
1102,002400.SZ,省广股份
1103,300437.SZ,清水源
1104,002481.SZ,双塔食品
1105,000780.SZ,*ST平能
1106,300476.SZ,胜宏科技
1107,603177.SS,德创环保
1108,600611.SS,大众交通
1109,002055.SZ,得润电子
1110,000823.SZ,超声电子
1111,002102.SZ,冠福股份
1112,300268.SZ,佳沃股份
1113,601567.SS,三星医疗
1114,002077.SZ,大港股份
1115,601318.SS,中国平安
1116,000425.SZ,徐工机械
1117,600369.SS,西南证券
1118,601098.SS,中南传媒
1119,000157.SZ,中联重科
1120,603630.SS,拉芳家化
1121,002578.SZ,闽发铝业
1122,002509.SZ,天广中茂
1123,002696.SZ,百洋股份
1124,600068.SS,葛洲坝
1125,002435.SZ,长江润发
1126,000430.SZ,张家界
1127,000736.SZ,中交地产
1128,600355.SS,精伦电子
1129,002247.SZ,帝龙文化
1130,300003.SZ,乐普医疗
1131,600802.SS,福建水泥
1132,600561.SS,江西长运
1133,002506.SZ,协鑫集成
1134,002048.SZ,宁波华翔
1135,002807.SZ,江阴银行
1136,002193.SZ,如意集团
1137,002253.SZ,川大智胜
1138,002691.SZ,冀凯股份
1139,000783.SZ,长江证券
1140,000423.SZ,东阿阿胶
1141,300145.SZ,中金环境
1142,000929.SZ,兰州黄河
1143,000610.SZ,西安旅游
1144,600738.SS,兰州民百
1145,603232.SS,格尔软件
1146,600744.SS,华银电力
1147,600063.SS,皖维高新
1148,002060.SZ,粤 水 电
1149,600909.SS,华安证券
1150,300572.SZ,安车检测
1151,000999.SZ,华润三九
1152,300135.SZ,宝利国际
1153,603008.SS,喜临门
1154,600552.SS,凯盛科技
1155,600444.SS,国机通用
1156,600507.SS,方大特钢
1157,600875.SS,东方电气
1158,300382.SZ,斯莱克
1159,000601.SZ,韶能股份
1160,600033.SS,福建高速
1161,603997.SS,继峰股份
1162,601099.SS,太平洋
1163,300263.SZ,隆华节能
1164,300324.SZ,旋极信息
1165,600992.SS,贵绳股份
1166,600098.SS,广州发展
1167,300257.SZ,开山股份
1168,000985.SZ,大庆华科
1169,000902.SZ,新洋丰
1170,000799.SZ,酒鬼酒
1171,300633.SZ,开立医疗
1172,600710.SS,ST常林
1173,300346.SZ,南大光电
1174,002041.SZ,登海种业
1175,600609.SS,金杯汽车
1176,603389.SS,亚振家居
1177,300021.SZ,大禹节水
1178,300306.SZ,远方信息
1179,000803.SZ,*ST金宇
1180,002286.SZ,保龄宝
1181,600491.SS,龙元建设
1182,000908.SZ,景峰医药
1183,300080.SZ,易成新能
1184,002039.SZ,黔源电力
1185,300174.SZ,元力股份
1186,600060.SS,海信电器
1187,600651.SS,飞乐音响
1188,600122.SS,宏图高科
1189,600026.SS,中远海能
1190,300630.SZ,普利制药
1191,002728.SZ,特一药业
1192,600352.SS,浙江龙盛
1193,000882.SZ,华联股份
1194,600999.SS,招商证券
1195,002254.SZ,泰和新材
1196,601929.SS,吉视传媒
1197,600513.SS,联环药业
1198,603838.SS,四通股份
1199,600642.SS,申能股份
1200,600739.SS,辽宁成大
1201,002301.SZ,齐心集团
1202,600428.SS,中远海特
1203,002661.SZ,克明面业
1204,603699.SS,纽威股份
1205,002729.SZ,好利来
1206,002031.SZ,巨轮智能
1207,002009.SZ,天奇股份
1208,600532.SS,宏达矿业
1209,600723.SS,首商股份
1210,600679.SS,上海凤凰
1211,600880.SS,博瑞传播
1212,002062.SZ,宏润建设
1213,002088.SZ,鲁阳节能
1214,300349.SZ,金卡智能
1215,601700.SS,风范股份
1216,002718.SZ,友邦吊顶
1217,002790.SZ,瑞尔特
1218,002232.SZ,启明信息
1219,002132.SZ,恒星科技
1220,300403.SZ,地尔汉宇
1221,002173.SZ,创新医疗
1222,002627.SZ,宜昌交运
1223,600584.SS,长电科技
1224,600269.SS,赣粤高速
1225,300423.SZ,鲁亿通
1226,000685.SZ,中山公用
1227,603918.SS,金桥信息
1228,300069.SZ,金利华电
1229,000680.SZ,山推股份
1230,002683.SZ,宏大爆破
1231,002793.SZ,东音股份
1232,002768.SZ,国恩股份
1233,603036.SS,如通股份
1234,600020.SS,中原高速
1235,300595.SZ,欧普康视
1236,300358.SZ,楚天科技
1237,600555.SS,海航创新
1238,300421.SZ,力星股份
1239,002240.SZ,威华股份
1240,300422.SZ,博世科
1241,601579.SS,会稽山
1242,300119.SZ,瑞普生物
1243,000555.SZ,神州信息
1244,603993.SS,洛阳钼业
1245,000822.SZ,山东海化
1246,600706.SS,曲江文旅
1247,002709.SZ,天赐材料
1248,000729.SZ,燕京啤酒
1249,300626.SZ,华瑞股份
1250,300094.SZ,国联水产
1251,002770.SZ,科迪乳业
1252,600512.SS,腾达建设
1253,300628.SZ,亿联网络
1254,002333.SZ,罗普斯金
1255,603018.SS,中设集团
1256,601628.SS,中国人寿
1257,002827.SZ,高争民爆
1258,002734.SZ,利民股份
1259,000938.SZ,紫光股份
1260,300435.SZ,中泰股份
1261,300445.SZ,康斯特
1262,000981.SZ,银亿股份
1263,300047.SZ,天源迪科
1264,300353.SZ,东土科技
1265,600155.SS,宝硕股份
1266,600022.SS,山东钢铁
1267,603667.SS,五洲新春
1268,603328.SS,依顿电子
1269,300096.SZ,易联众
1270,600180.SS,瑞茂通
1271,600387.SS,海越股份
1272,300325.SZ,德威新材
1273,600808.SS,马钢股份
1274,600718.SS,东软集团
1275,600161.SS,天坛生物
1276,603007.SS,花王股份
1277,002714.SZ,牧原股份
1278,300138.SZ,晨光生物
1279,601107.SS,四川成渝
1280,000002.SZ,万 科Ａ
1281,002029.SZ,七 匹 狼
1282,601188.SS,龙江交通
1283,600959.SS,江苏有线
1284,002656.SZ,摩登大道
1285,002761.SZ,多喜爱
1286,000835.SZ,长城动漫
1287,000429.SZ,粤高速Ａ
1288,601038.SS,一拖股份
1289,300191.SZ,潜能恒信
1290,000698.SZ,沈阳化工
1291,601601.SS,中国太保
1292,600452.SS,涪陵电力
1293,600535.SS,天士力
1294,300106.SZ,西部牧业
1295,300401.SZ,花园生物
1296,601228.SS,广州港
1297,300301.SZ,长方集团
1298,600674.SS,川投能源
1299,300068.SZ,南都电源
1300,002561.SZ,徐家汇
1301,600182.SS,S佳通
1302,002259.SZ,升达林业
1303,002315.SZ,焦点科技
1304,600838.SS,上海九百
1305,002035.SZ,华帝股份
1306,601100.SS,恒立液压
1307,000899.SZ,赣能股份
1308,300155.SZ,安居宝
1309,002143.SZ,印纪传媒
1310,300184.SZ,力源信息
1311,600318.SS,新力金融
1312,600708.SS,光明地产
1313,300370.SZ,安控科技
1314,002126.SZ,银轮股份
1315,300732.SZ,设研院
1316,002059.SZ,云南旅游
1317,002199.SZ,东晶电子
1318,600777.SS,新潮能源
1319,002110.SZ,三钢闽光
1320,300552.SZ,万集科技
1321,000099.SZ,中信海直
1322,600389.SS,江山股份
1323,300287.SZ,飞利信
1324,300005.SZ,探路者
1325,300042.SZ,朗科科技
1326,601677.SS,明泰铝业
1327,600085.SS,同仁堂
1328,600037.SS,歌华有线
1329,002052.SZ,同洲电子
1330,002715.SZ,登云股份
1331,300303.SZ,聚飞光电
1332,000726.SZ,鲁 泰Ａ
1333,000778.SZ,新兴铸管
1334,000672.SZ,上峰水泥
1335,000598.SZ,兴蓉环境
1336,600019.SS,宝钢股份
1337,600216.SS,浙江医药
1338,600197.SS,伊力特
1339,002637.SZ,赞宇科技
1340,002370.SZ,亚太药业
1341,601888.SS,中国国旅
1342,002212.SZ,南洋股份
1343,600704.SS,物产中大
1344,000166.SZ,申万宏源
1345,300269.SZ,联建光电
1346,601339.SS,百隆东方
1347,603718.SS,海利生物
1348,600310.SS,桂东电力
1349,300461.SZ,田中精机
1350,002732.SZ,燕塘乳业
1351,300241.SZ,瑞丰光电
1352,002595.SZ,豪迈科技
1353,300256.SZ,星星科技
1354,600509.SS,天富能源
1355,300091.SZ,金通灵
1356,000543.SZ,皖能电力
1357,002328.SZ,新朋股份
1358,002198.SZ,嘉应制药
1359,601727.SS,上海电气
1360,600277.SS,亿利洁能
1361,600038.SS,中直股份
1362,600234.SS,ST山水
1363,600282.SS,南钢股份
1364,600317.SS,营口港
1365,300362.SZ,天翔环境
1366,601212.SS,白银有色
1367,600987.SS,航民股份
1368,000045.SZ,深纺织Ａ
1369,000936.SZ,华西股份
1370,300367.SZ,东方网力
1371,000586.SZ,汇源通信
1372,601811.SS,新华文轩
1373,002564.SZ,天沃科技
1374,000539.SZ,粤电力Ａ
1375,600566.SS,济川药业
1376,002046.SZ,轴研科技
1377,300102.SZ,乾照光电
1378,002619.SZ,艾格拉斯
1379,600379.SS,宝光股份
1380,600848.SS,上海临港
1381,002270.SZ,华明装备
1382,000883.SZ,湖北能源
1383,603208.SS,江山欧派
1384,600059.SS,古越龙山
1385,600795.SS,国电电力
1386,000735.SZ,罗 牛 山
1387,600467.SS,好当家
1388,002227.SZ,奥 特 迅
1389,300233.SZ,金城医药
1390,002712.SZ,思美传媒
1391,000541.SZ,佛山照明
1392,002003.SZ,伟星股份
1393,300203.SZ,聚光科技
1394,000829.SZ,天音控股
1395,002765.SZ,蓝黛传动
1396,600589.SS,广东榕泰
1397,600111.SS,北方稀土
1398,300635.SZ,达安股份
1399,002016.SZ,世荣兆业
1400,000010.SZ,美丽生态
1401,002167.SZ,东方锆业
1402,600668.SS,尖峰集团
1403,600351.SS,亚宝药业
1404,603168.SS,莎普爱思
1405,300512.SZ,中亚股份
1406,002912.SZ,中新赛克
1407,600815.SS,*ST厦工
1408,600781.SS,辅仁药业
1409,000402.SZ,金 融 街
1410,600307.SS,酒钢宏兴
1411,300660.SZ,江苏雷利
1412,000878.SZ,云南铜业
1413,600682.SS,南京新百
1414,300065.SZ,海兰信
1415,600716.SS,凤凰股份
1416,002830.SZ,名雕股份
1417,002053.SZ,云南能投
1418,300706.SZ,阿石创
1419,002769.SZ,普路通
1420,600107.SS,美尔雅
1421,603799.SS,华友钴业
1422,000563.SZ,陕国投Ａ
1423,002664.SZ,长鹰信质
1424,300532.SZ,今天国际
1425,002560.SZ,通达股份
1426,600079.SS,人福医药
1427,601991.SS,大唐发电
1428,002171.SZ,楚江新材
1429,000623.SZ,吉林敖东
1430,603269.SS,海鸥股份
1431,600018.SS,上港集团
1432,603555.SS,贵人鸟
1433,600190.SS,锦州港
1434,000922.SZ,*ST佳电
1435,300513.SZ,恒泰实达
1436,600771.SS,广誉远
1437,002471.SZ,中超控股
1438,000860.SZ,顺鑫农业
1439,300472.SZ,新元科技
1440,002100.SZ,天康生物
1441,000581.SZ,威孚高科
1442,002515.SZ,金字火腿
1443,601788.SS,光大证券
1444,002483.SZ,润邦股份
1445,000668.SZ,荣丰控股
1446,300150.SZ,世纪瑞尔
1447,000573.SZ,粤宏远Ａ
1448,603843.SS,正平股份
1449,601211.SS,国泰君安
1450,600212.SS,江泉实业
1451,002094.SZ,青岛金王
1452,600177.SS,雅戈尔
1453,002360.SZ,同德化工
1454,601020.SS,华钰矿业
1455,603501.SS,韦尔股份
1456,600363.SS,联创光电
1457,603887.SS,城地股份
1458,300133.SZ,华策影视
1459,600078.SS,澄星股份
1460,300395.SZ,菲利华
1461,000890.SZ,法 尔 胜
1462,002107.SZ,沃华医药
1463,600834.SS,申通地铁
1464,601881.SS,中国银河
1465,600057.SS,象屿股份
1466,002733.SZ,雄韬股份
1467,600936.SS,广西广电
1468,002237.SZ,恒邦股份
1469,002337.SZ,赛象科技
1470,603226.SS,菲林格尔
1471,002585.SZ,双星新材
1472,600368.SS,五洲交通
1473,600308.SS,华泰股份
1474,300242.SZ,明家联合
1475,600640.SS,号百控股
1476,601225.SS,陕西煤业
1477,300182.SZ,捷成股份
1478,000046.SZ,泛海控股
1479,600885.SS,宏发股份
1480,000876.SZ,新 希 望
1481,600292.SS,远达环保
1482,601158.SS,重庆水务
1483,002397.SZ,梦洁股份
1484,300529.SZ,健帆生物
1485,601616.SS,广电电气
1486,600348.SS,阳泉煤业
1487,002693.SZ,双成药业
1488,002170.SZ,芭田股份
1489,601258.SS,庞大集团
1490,300354.SZ,东华测试
1491,603568.SS,伟明环保
1492,002359.SZ,北讯集团
1493,000524.SZ,岭南控股
1494,002298.SZ,中电鑫龙
1495,600810.SS,神马股份
1496,601368.SS,绿城水务
1497,002565.SZ,顺灏股份
1498,002737.SZ,葵花药业
1499,600458.SS,时代新材
1500,002741.SZ,光华科技
1501,603203.SS,快克股份
1502,002282.SZ,博深工具
1503,000665.SZ,湖北广电
1504,600225.SS,*ST松江
1505,600100.SS,同方股份
1506,002236.SZ,大华股份
1507,600993.SS,马应龙
1508,002164.SZ,宁波东力
1509,300037.SZ,新宙邦
1510,000089.SZ,深圳机场
1511,603616.SS,韩建河山
1512,601669.SS,中国电建
1513,600578.SS,京能电力
1514,000727.SZ,华东科技
1515,300414.SZ,中光防雷
1516,002817.SZ,黄山胶囊
1517,600568.SS,中珠医疗
1518,002181.SZ,粤 传 媒
1519,300180.SZ,华峰超纤
1520,002589.SZ,瑞康医药
1521,601898.SS,中煤能源
1522,300528.SZ,幸福蓝海
1523,600488.SS,天药股份
1524,603519.SS,立霸股份
1525,600637.SS,东方明珠
1526,603178.SS,圣龙股份
1527,002819.SZ,东方中科
1528,600601.SS,方正科技
1529,002205.SZ,国统股份
1530,600109.SS,国金证券
1531,300118.SZ,东方日升
1532,300434.SZ,金石东方
1533,300485.SZ,赛升药业
1534,600897.SS,厦门空港
1535,600325.SS,华发股份
1536,300389.SZ,艾比森
1537,002221.SZ,东华能源
1538,300124.SZ,汇川技术
1539,002426.SZ,胜利精密
1540,002410.SZ,广联达
1541,300275.SZ,梅安森
1542,600731.SS,湖南海利
1543,000415.SZ,渤海金控
1544,601901.SS,方正证券
1545,300475.SZ,聚隆科技
1546,000789.SZ,万年青
1547,002412.SZ,汉森制药
1548,600508.SS,上海能源
1549,002757.SZ,南兴装备
1550,002038.SZ,双鹭药业
1551,000990.SZ,诚志股份
1552,002459.SZ,天业通联
1553,600811.SS,东方集团
1554,603919.SS,金徽酒
1555,603978.SS,深圳新星
1556,000030.SZ,富奥股份
1557,603368.SS,柳州医药
1558,600195.SS,中牧股份
1559,002034.SZ,旺能环境
1560,000523.SZ,广州浪奇
1561,600895.SS,张江高科
1562,600297.SS,广汇汽车
1563,300337.SZ,银邦股份
1564,002812.SZ,创新股份
1565,601789.SS,宁波建工
1566,600236.SS,桂冠电力
1567,002538.SZ,司尔特
1568,300335.SZ,迪森股份
1569,000088.SZ,盐 田 港
1570,600548.SS,深高速
1571,300551.SZ,古鳌科技
1572,300341.SZ,麦迪电气
1573,600319.SS,亚星化学
1574,002118.SZ,紫鑫药业
1575,600821.SS,津劝业
1576,603737.SS,三棵树
1577,600151.SS,航天机电
1578,002581.SZ,未名医药
1579,300007.SZ,汉威科技
1580,601016.SS,节能风电
1581,600816.SS,安信信托
1582,002375.SZ,亚厦股份
1583,600278.SS,东方创业
1584,300495.SZ,美尚生态
1585,600288.SS,大恒科技
1586,600401.SS,*ST海润
1587,600996.SS,贵广网络
1588,300611.SZ,美力科技
1589,601388.SS,怡球资源
1590,603536.SS,惠发股份
1591,603123.SS,翠微股份
1592,002469.SZ,三维工程
1593,002207.SZ,*ST准油
1594,600982.SS,宁波热电
1595,300266.SZ,兴源环境
1596,300070.SZ,碧水源
1597,600800.SS,天津磁卡
1598,002644.SZ,佛慈制药
1599,002636.SZ,金安国纪
1600,600639.SS,浦东金桥
1601,300237.SZ,美晨生态
1602,300255.SZ,常山药业
1603,603659.SS,璞泰来
1604,600483.SS,福能股份
1605,603315.SS,福鞍股份
1606,600983.SS,惠而浦
1607,600327.SS,大东方
1608,002396.SZ,星网锐捷
1609,000821.SZ,京山轻机
1610,600881.SS,亚泰集团
1611,603860.SS,中公高科
1612,000650.SZ,仁和药业
1613,000544.SZ,中原环保
1614,600370.SS,三房巷
1615,600233.SS,圆通速递
1616,002494.SZ,华斯股份
1617,002433.SZ,太安堂
1618,600423.SS,*ST柳化
1619,000768.SZ,中航飞机
1620,600707.SS,彩虹股份
1621,600979.SS,广安爱众
1622,600820.SS,隧道股份
1623,600396.SS,金山股份
1624,603306.SS,华懋科技
1625,300040.SZ,九洲电气
1626,603909.SS,合诚股份
1627,002387.SZ,黑牛食品
1628,600331.SS,宏达股份
1629,600168.SS,武汉控股
1630,002405.SZ,四维图新
1631,002136.SZ,安 纳 达
1632,600007.SS,中国国贸
1633,600380.SS,健康元
1634,000967.SZ,盈峰环境
1635,002532.SZ,新界泵业
1636,300531.SZ,优博讯
1637,000017.SZ,深中华A
1638,000978.SZ,桂林旅游
1639,000413.SZ,东旭光电
1640,002669.SZ,康达新材
1641,600039.SS,四川路桥
1642,600835.SS,上海机电
1643,300682.SZ,朗新科技
1644,000886.SZ,海南高速
1645,002670.SZ,国盛金控
1646,600220.SS,江苏阳光
1647,000911.SZ,南宁糖业
1648,300413.SZ,快乐购
1649,600061.SS,国投资本
1650,000677.SZ,恒天海龙
1651,002165.SZ,红 宝 丽
1652,300429.SZ,强力新材
1653,603041.SS,美思德
1654,600108.SS,亚盛集团
1655,002148.SZ,北纬科技
1656,600978.SS,宜华生活
1657,300604.SZ,长川科技
1658,600896.SS,览海投资
1659,300432.SZ,富临精工
1660,002321.SZ,华英农业
1661,002446.SZ,盛路通信
1662,600062.SS,华润双鹤
1663,002145.SZ,中核钛白
1664,600602.SS,云赛智联
1665,000839.SZ,中信国安
1666,000683.SZ,远兴能源
1667,002262.SZ,恩华药业
1668,601519.SS,*ST智慧
1669,603218.SS,日月股份
1670,300533.SZ,冰川网络
1671,000100.SZ,TCL 集团
1672,600126.SS,杭钢股份
1673,002527.SZ,新时达
1674,002444.SZ,巨星科技
1675,600863.SS,内蒙华电
1676,600775.SS,南京熊猫
1677,603677.SS,奇精机械
1678,002017.SZ,东信和平
1679,300571.SZ,平治信息
1680,300591.SZ,万里马
1681,300493.SZ,润欣科技
1682,300502.SZ,新易盛
1683,002080.SZ,中材科技
1684,600397.SS,安源煤业
1685,600312.SS,平高电气
1686,300137.SZ,先河环保
1687,000953.SZ,*ST河化
1688,600320.SS,振华重工
1689,000909.SZ,数源科技
1690,300391.SZ,康跃科技
1691,002706.SZ,良信电器
1692,000833.SZ,贵糖股份
1693,601886.SS,江河集团
1694,600626.SS,申达股份
1695,601007.SS,金陵饭店
1696,603169.SS,兰石重装
1697,000917.SZ,电广传媒
1698,600730.SS,中国高科
1699,000711.SZ,京蓝科技
1700,600139.SS,西部资源
1701,000970.SZ,中科三环
1702,603027.SS,千禾味业
1703,600470.SS,六国化工
1704,002489.SZ,浙江永强
1705,601126.SS,四方股份
1706,002261.SZ,拓维信息
1707,300390.SZ,天华超净
1708,000528.SZ,柳 工
1709,002445.SZ,中南文化
1710,600892.SS,大晟文化
1711,600780.SS,通宝能源
1712,002731.SZ,萃华珠宝
1713,300206.SZ,理邦仪器
1714,000700.SZ,模塑科技
1715,600170.SS,上海建工
1716,300213.SZ,佳讯飞鸿
1717,002758.SZ,华通医药
1718,600869.SS,智慧能源
1719,002867.SZ,周大生
1720,002682.SZ,龙洲股份
1721,000798.SZ,中水渔业
1722,300029.SZ,天龙光电
1723,002186.SZ,全 聚 德
1724,600819.SS,耀皮玻璃
1725,002201.SZ,九鼎新材
1726,600636.SS,*ST爱富
1727,300699.SZ,光威复材
1728,600841.SS,上柴股份
1729,600567.SS,山鹰纸业
1730,300615.SZ,欣天科技
1731,603868.SS,飞科电器
1732,300228.SZ,富瑞特装
1733,601311.SS,骆驼股份
1734,600641.SS,万业企业
1735,600375.SS,华菱星马
1736,002380.SZ,科远股份
1737,002361.SZ,神剑股份
1738,002422.SZ,科伦药业
1739,000721.SZ,西安饮食
1740,300193.SZ,佳士科技
1741,002051.SZ,中工国际
1742,600083.SS,博信股份
1743,603042.SS,华脉科技
1744,300215.SZ,电科院
1745,002092.SZ,中泰化学
1746,300154.SZ,瑞凌股份
1747,002725.SZ,跃岭股份
1748,300518.SZ,盛讯达
1749,002665.SZ,首航节能
1750,300584.SZ,海辰药业
1751,601377.SS,兴业证券
1752,600207.SS,安彩高科
1753,000565.SZ,渝三峡Ａ
1754,600658.SS,电子城
1755,300207.SZ,欣旺达
1756,002698.SZ,博实股份
1757,603602.SS,纵横通信
1758,000550.SZ,江铃汽车
1759,000850.SZ,华茂股份
1760,603388.SS,元成股份
1761,300144.SZ,宋城演艺
1762,300039.SZ,上海凯宝
1763,002550.SZ,千红制药
1764,000905.SZ,厦门港务
1765,000795.SZ,英洛华
1766,600653.SS,申华控股
1767,000779.SZ,三毛派神
